id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
47819,Moonlight Express #4 MFF4,1806,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,119,Mobile,0,11/5/91,11/5/91,0,,1,1,1,-79.98455506,40.45042972,1806 Penn Avenue Pittsburgh PA 15222
47828,P O W E R,7445,Church Street,Pittsburgh,PA,15218,Swissvale,306,Traditional Boarding Home,1,11/15/91,11/15/91,0,25,0,1,1,-79.88890243,40.42275919,7445 Church Street Pittsburgh PA 15218
47831,The Olive Garden #1309,8400,McKnight Road,Pittsburgh,PA,15237,Ross,202,Chain Restaurant with Liquor,1,12/9/91,12/9/91,333,,0,1,1,,,8400 McKnight Road Pittsburgh PA 15237
47838,Autumn Lane PCF of Robinson,5793,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,304,Personal Care Boarding Home,1,11/15/91,11/15/91,0,4,0,1,1,-80.1375963,40.4508694,5793 Steubenville Pike Mc Kees Rocks PA 15136
47842,Xavier Personal Care Home,3,St John Street,Mc Kees Rocks,PA,15136,McKees Rocks,304,Personal Care Boarding Home,1,9/15/99,9/15/99,0,30,0,1,1,,,3 St John Street Mc Kees Rocks PA 15136
47844,Silver Palace,2739,Library Rd,Pittsburgh,PA,15234,Pittsburgh-132,211,Restaurant without Liquor,1,12/1/91,12/1/91,86,,0,7,1,-80.00374749,40.37739553,2739 Library Rd Pittsburgh PA 15234
47858,Parkview Bar & Grill,907,1st Avenue,Brackenridge,PA,15014,Brackenridge,201,Restaurant with Liquor,1,11/26/91,11/26/91,80,,0,1,1,-79.73966801,40.60303698,907 1st Avenue Brackenridge PA 15014
47871,Uncle Jimmy's,418,Semple St,Pittsburgh,PA,15213,Pittsburgh-104,201,Restaurant with Liquor,1,12/15/91,12/15/91,38,,0,7,1,-79.95455082,40.43655013,418 Semple St Pittsburgh PA 15213
47887,Valley Hotel,1004,New England Rd,Clairton,PA,15025,Jefferson,201,Restaurant with Liquor,1,9/4/91,9/4/91,27,,0,1,1,-79.89936447,40.31916543,1004 New England Rd Clairton PA 15025
47903,Sheetz #190,2003,Golden Mile Hwy,Pittsburgh,PA,15239,Plum,114,Chain Retail/Convenience Store,1,12/12/91,12/12/91,0,,3174,1,1,-79.7115902,40.45490825,2003 Golden Mile Hwy Pittsburgh PA 15239
47909,Greenfield Senior Center @ Magee Rec Center,745,Greenfield  Avenue,Pittsburgh,PA,15217,Pittsburgh-115,401,Adult Food Service,1,11/19/91,11/19/91,0,,400,1,1,-79.9367798,40.42438763,745 Greenfield  Avenue Pittsburgh PA 15217
47918,Patty Jo's,2700,Custer Ave,Pittsburgh,PA,15227,Pittsburgh-129,201,Restaurant with Liquor,1,1/2/92,1/2/92,40,,0,1,1,-79.97616996,40.3929336,2700 Custer Ave Pittsburgh PA 15227
47923,The Uncommon Market,1798,Highland  Road,Pittsburgh,PA,15241,Bethel Park,111,Supermarket,1,11/21/91,11/21/91,0,,5400,7,1,,,1798 Highland  Road Pittsburgh PA 15241
47925,Caesar's Tavern,701,Penn Avenue,Turtle Creek,PA,15145,Turtle Creek,201,Restaurant with Liquor,1,1/1/92,1/1/92,28,,0,1,1,-79.82617174,40.40514436,701 Penn Avenue Turtle Creek PA 15145
47979,UPMC Small Wonders / Bright Horizons,3875,Bigelow Blvd,Pittsburgh,PA,15213,Pittsburgh-105,653,School Satellite Kitchen,1,12/2/91,12/2/91,0,,110,1,1,-79.95458004,40.45523176,3875 Bigelow Blvd Pittsburgh PA 15213
47981,Pizzeria,1225,4th Ave,Coraopolis,PA,15108,Coraopolis,211,Restaurant without Liquor,1,1/7/92,1/7/92,0,,0,1,1,-80.15944161,40.51695952,1225 4th Ave Coraopolis PA 15108
47989,New Hope United Methodist Church,114,North Avenue,Pittsburgh,PA,15212,Pittsburgh-122,407,Church Kitchen,1,10/24/91,10/24/91,0,,56,1,1,-79.97544765,40.48015883,114 North Avenue Pittsburgh PA 15212
47995,Tender Care Learning Centers,5030,Centre Ave,Pittsburgh,PA,15213,Pittsburgh-107,403,Child Food Service,1,12/3/91,12/3/91,0,,100,1,1,-79.94299345,40.45380661,5030 Centre Ave Pittsburgh PA 15213
47998,Big Mike's Tavern,396,Butler Street,Pittsburgh,PA,15223,Etna,201,Restaurant with Liquor,1,1/1/92,1/1/92,30,,0,1,1,-79.9437477,40.49744078,396 Butler Street Pittsburgh PA 15223
48004,Mullaney's Harp & Fiddle,2329,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,201,Restaurant with Liquor,1,1/30/92,1/30/92,150,,0,1,1,-79.98091243,40.45341511,2329 Penn Avenue Pittsburgh PA 15222
48011,New Jug Bar,1504,Lincoln Ave,Pittsburgh,PA,15206,Pittsburgh-112,201,Restaurant with Liquor,2,9/1/91,9/1/91,30,,0,1,1,-79.89571071,40.4687701,1504 Lincoln Ave Pittsburgh PA 15206
48012,Tim's Bar,2155,Wylie  Avenue,Pittsburgh,PA,15219,Pittsburgh-105,201,Restaurant with Liquor,1,2/7/92,2/7/92,30,,0,1,1,-79.97754867,40.44583989,2155 Wylie  Avenue Pittsburgh PA 15219
48016,Young Choe's Market,2168,Centre Ave,Pittsburgh,PA,15219,Pittsburgh-105,211,Restaurant without Liquor,2,1/15/92,1/15/92,0,,0,1,1,-79.97654288,40.4451382,2168 Centre Ave Pittsburgh PA 15219
48036,Neil Armstrong 5-6 Middle School Cafeteria,5800,Murray Avenue,Bethel Park,PA,15102,Bethel Park,651,School Full Service Kitchen,9,10/1/91,10/1/91,0,,125,1,1,-80.02181143,40.30609939,5800 Murray Avenue Bethel Park PA 15102
48049,Dale's Bar & Grill II,4377,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-115,201,Restaurant with Liquor,1,1/7/91,1/7/91,30,,0,1,1,-79.92801292,40.41990864,4377 Murray Ave Pittsburgh PA 15217
48056,T J Maxx #479,1155,Washington Pike,Bridgeville,PA,15017,Collier,116,Chain Packaged Food Only,2,2/3/92,2/3/92,0,,50,1,1,-80.10501537,40.36960041,1155 Washington Pike Bridgeville PA 15017
48057,Phaturos A-1 Catering,319,Maryland Avenue,Oakmont,PA,15139,Oakmont,100,Caterer,1,1/9/92,1/9/92,0,,1000,7,1,-79.84338953,40.51895557,319 Maryland Avenue Oakmont PA 15139
48068,Veltre's Pizza,848,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,212,Chain Restaurant without Liquor,1,2/10/92,2/10/92,40,,0,1,1,-79.84046602,40.52519945,848 Allegheny River Boulevard Oakmont PA 15139
48071,Uncle Bubs,551,5th Ave,Mc Keesport,PA,15132,McKeesport,211,Restaurant without Liquor,1,2/14/92,2/14/92,31,,0,7,1,-79.86015594,40.35156848,551 5th Ave Mc Keesport PA 15132
48079,Becker's Cafe,315,Olivia St,Mc Kees Rocks,PA,15136,McKees Rocks,201,Restaurant with Liquor,1,2/26/92,2/26/92,44,,0,1,1,-80.05713697,40.47464393,315 Olivia St Mc Kees Rocks PA 15136
48095,Rite Aid Pharmacies #2798,3939,Butler St,Pittsburgh,PA,15201,Pittsburgh-106,116,Chain Packaged Food Only,2,2/2/92,2/2/92,0,,70,1,1,,,3939 Butler St Pittsburgh PA 15201
48110,West Hills Health & Rehabilitation Center,951,Brodhead Road,Coraopolis,PA,15108,Moon,313,Nursing Home/Personal Care Comb.,1,11/13/91,11/13/91,0,87,0,1,1,-80.22494599,40.51932749,951 Brodhead Road Coraopolis PA 15108
48129,Chatellier's Bakery,213,North Avenue,Pittsburgh,PA,15209,Millvale,117,Bakery,1,2/25/92,2/25/92,0,,1250,1,1,-79.97489249,40.48129366,213 North Avenue Pittsburgh PA 15209
48135,Holy Trinity Ukranian Catholic Church,726,Washington Ave,Carnegie,PA,15106,Carnegie,407,Church Kitchen,1,2/24/92,2/24/92,0,,230,1,1,,,726 Washington Ave Carnegie PA 15106
48136,Sixth Presbyterian Church,1638,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-114,407,Church Kitchen,2,2/26/92,2/26/92,0,,50,1,1,,,1638 Murray Ave Pittsburgh PA 15217
48155,Dairy Queen,3002,Babcock Boulevard,Pittsburgh,PA,15237,Ross,212,Chain Restaurant without Liquor,1,3/11/92,3/11/92,0,,0,1,1,-80.00596963,40.51446811,3002 Babcock Boulevard Pittsburgh PA 15237
48157,Thee Olde Place Inn,1209,Streets Run Rd,Pittsburgh,PA,15236,Baldwin Boro,201,Restaurant with Liquor,1,1/1/57,1/1/57,90,,0,1,1,-79.96125579,40.35184348,1209 Streets Run Rd Pittsburgh PA 15236
48165,Office Max #6115,655,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,116,Chain Packaged Food Only,2,1/1/92,1/1/92,0,,40,7,1,,,655 Clairton Blvd Pittsburgh PA 15236
48166,Office Max  #6114,1155,Washington Pike,Bridgeville,PA,15017,Collier,116,Chain Packaged Food Only,2,3/13/92,3/13/92,0,,40,1,1,-80.10501537,40.36960041,1155 Washington Pike Bridgeville PA 15017
48195,Chelsea Grille,515,Allegheny Avenue,Oakmont,PA,15139,Oakmont,201,Restaurant with Liquor,1,3/26/92,3/26/92,92,,0,1,1,-79.84347471,40.51811957,515 Allegheny Avenue Oakmont PA 15139
48210,Chuck's Ice Cream #1 MFF2,1219,Streets Run Rd,Pittsburgh,PA,15236,Baldwin Boro,119,Mobile,2,4/4/91,4/4/91,0,,1,1,1,,,1219 Streets Run Rd Pittsburgh PA 15236
48215,Chuck's Ice Cream #5 MFF2,1219,Streets Run Rd,Pittsburgh,PA,15236,Baldwin Boro,119,Mobile,2,4/4/92,4/4/92,0,,1,1,1,,,1219 Streets Run Rd Pittsburgh PA 15236
48217,Chuck's Ice Cream Warehouse,1219,Streets Run Rd,Pittsburgh,PA,15236,Baldwin Boro,120,Commissary,2,4/4/92,4/4/92,0,,250,1,1,,,1219 Streets Run Rd Pittsburgh PA 15236
48235,Stamoolis Brothers,2200,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,152,Refrigerated Warehouse,2,3/13/92,3/13/92,0,,1800,1,1,-79.98196733,40.45219589,2200 Penn Avenue Pittsburgh PA 15222
48282,Townsend's Sweet Shoppe,1369,Center Avenue,Pittsburgh,PA,15229,West View,117,Bakery,1,4/2/92,4/2/92,0,,750,7,1,-80.04420595,40.51710182,1369 Center Avenue Pittsburgh PA 15229
48284,Office Max #6083,7900,McKnight Road,Pittsburgh,PA,15237,Ross,116,Chain Packaged Food Only,2,3/27/92,3/27/92,0,,32,1,1,,,7900 McKnight Road Pittsburgh PA 15237
48301,Today's Market,612,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,113,Retail/Convenience Store,1,4/1/92,4/1/92,0,,2000,1,1,-79.84236301,40.51939502,612 Allegheny River Boulevard Oakmont PA 15139
48313,CCAC Instructional Kitchen,8701,Perry Hwy,Pittsburgh,PA,15237,McCandless,405,University Food Service,1,3/31/92,3/31/92,0,,30,1,1,-80.04013962,40.56585427,8701 Perry Hwy Pittsburgh PA 15237
48316,Mt Ararat Community Activity Center,271,Paulson  Avenue,Pittsburgh,PA,15206,Pittsburgh-112,401,Adult Food Service,1,3/27/92,3/27/92,0,,40,1,1,-79.91416995,40.46240968,271 Paulson  Avenue Pittsburgh PA 15206
48318,St Irenaeus  Church,387,Maryland Avenue,Oakmont,PA,15139,Oakmont,407,Church Kitchen,1,4/10/92,4/10/92,0,,200,1,1,-79.84116091,40.51927585,387 Maryland Avenue Oakmont PA 15139
48328,Dragon,140,Allegheny River Boulevard,Verona,PA,15147,Verona,211,Restaurant without Liquor,1,5/3/92,5/3/92,0,,0,7,1,-79.84496605,40.49860746,140 Allegheny River Boulevard Verona PA 15147
48332,Wendy's Old Fashioned Hamburgers #1622378,1830,Broadview Boulevard,Natrona Heights,PA,15065,Harrison,212,Chain Restaurant without Liquor,1,4/15/92,4/15/92,98,,0,7,1,-79.7233493,40.62423217,1830 Broadview Boulevard Natrona Heights PA 15065
48334,Rite Aid Pharmacies #1944,900,Mt Royal Blvd,Pittsburgh,PA,15223,Shaler,116,Chain Packaged Food Only,2,4/14/92,4/14/92,0,,84,1,1,,,900 Mt Royal Blvd Pittsburgh PA 15223
48338,Trinity Christian School,299,Ridge Avenue,Pittsburgh,PA,15221,Forest Hills,651,School Full Service Kitchen,9,9/21/92,9/21/92,0,,900,1,1,-79.85615654,40.42700496,299 Ridge Avenue Pittsburgh PA 15221
48359,Creighton News & Lottery,1045,Freeport Road,Creighton,PA,15030,East Deer,115,Packaged Food Only,2,5/11/92,5/11/92,0,,250,7,1,-79.7766801,40.58701031,1045 Freeport Road Creighton PA 15030
48441,Family Dollar #20824,1500,Yost Boulevard,Pittsburgh,PA,15221,Braddock Hills,116,Chain Packaged Food Only,1,5/21/92,5/21/92,0,,150,1,1,-79.85332592,40.41472805,1500 Yost Boulevard Pittsburgh PA 15221
48450,Tea Bags,4114,Main Street,Pittsburgh,PA,15224,Pittsburgh-109,201,Restaurant with Liquor,1,6/30/92,6/30/92,45,,0,7,1,-79.95476991,40.4651585,4114 Main Street Pittsburgh PA 15224
48468,Penn Hills Senior Ctr,147,Jefferson Rd,Pittsburgh,PA,15235,Penn Hills,401,Adult Food Service,1,5/6/92,5/6/92,0,,175,1,1,-79.82320353,40.46486821,147 Jefferson Rd Pittsburgh PA 15235
48524,Wildwood Swimming Pool Snack,2195,Sample Rd,Allison Park,PA,15101,Hampton,777,Seasonal/Pool Snack Bar,1,6/1/92,6/1/92,0,,0,1,1,-79.98915233,40.57977136,2195 Sample Rd Allison Park PA 15101
48527,Wildwood Golf Course Snacks,2195,Sample Rd,Allison Park,PA,15101,Hampton,211,Restaurant without Liquor,1,6/1/92,6/1/92,8,,0,1,1,-79.98915233,40.57977136,2195 Sample Rd Allison Park PA 15101
48533,Family Dollar #1769,355,Lincoln Hwy,North Versailles,PA,15137,North Versailles,116,Chain Packaged Food Only,2,6/3/92,6/3/92,0,,100,1,1,-79.82127781,40.38448294,355 Lincoln Hwy North Versailles PA 15137
48537,Gilmore's  Lounge,506,Chartiers Ave,Mc Kees Rocks,PA,15136,McKees Rocks,201,Restaurant with Liquor,1,6/10/92,6/10/92,35,,0,7,1,-80.05894868,40.46509397,506 Chartiers Ave Mc Kees Rocks PA 15136
48541,Tomasino's Restaurant & Lounge,260,Little Deer Creek Road,Cheswick,PA,15024,Indiana,201,Restaurant with Liquor,1,5/12/92,5/12/92,30,,0,1,1,-79.82900004,40.59837396,260 Little Deer Creek Road Cheswick PA 15024
48542,Squirrel Hill News Stand,5804,Forbes Ave,Pittsburgh,PA,15217,Pittsburgh-114,115,Packaged Food Only,2,6/1/92,6/1/92,0,,50,1,1,-79.92262184,40.43790528,5804 Forbes Ave Pittsburgh PA 15217
48551,Pietro's Pizzeria,719,W Ingomar Rd,Ingomar,PA,15127,McCandless,211,Restaurant without Liquor,1,5/19/92,5/19/92,0,,0,1,1,,,719 W Ingomar Rd Ingomar PA 15127
48558,Price's Corner Tavern,351,Pittsburgh Street,Springdale,PA,15144,Springdale Borough,201,Restaurant with Liquor,1,6/30/92,6/30/92,30,,0,1,1,-79.7887365,40.541389,351 Pittsburgh Street Springdale PA 15144
48562,Mascari's Duncan Manor Exxon / Staks,1700,Ferguson Rd,Allison Park,PA,15101,McCandless,114,Chain Retail/Convenience Store,1,6/25/92,6/25/92,0,,1237,1,1,-79.99857961,40.56546157,1700 Ferguson Rd Allison Park PA 15101
48570,St Clair Country Club Halfway House,2300,Old Washington Road,Pittsburgh,PA,15241,Upper St Clair,211,Restaurant without Liquor,1,6/11/92,6/11/92,0,,0,1,1,-80.0780255,40.33138028,2300 Old Washington Road Pittsburgh PA 15241
48574,Simmie's Restaurant / Frankstown Fish Co.,8500,Frankstown  Avenue,Pittsburgh,PA,15235,Pittsburgh-113,201,Restaurant with Liquor,1,7/15/92,7/15/92,60,,0,1,1,-79.87542325,40.45809831,8500 Frankstown  Avenue Pittsburgh PA 15235
48583,West Penn Snacks - Wise Foods,145,Purity Rd,Pittsburgh,PA,15235,Penn Hills,151,Warehouse,2,5/10/91,5/10/91,0,,11000,1,1,-79.82981728,40.44534986,145 Purity Rd Pittsburgh PA 15235
48607,Shenderovich In & Out Market,1101,Powers Run Road,Pittsburgh,PA,15238,O'Hara,113,Retail/Convenience Store,1,7/15/92,7/15/92,0,,1200,7,1,-79.85592165,40.50988352,1101 Powers Run Road Pittsburgh PA 15238
48630,Willow Soft Serve Shoppe,7834,Saltsburg Rd,Pittsburgh,PA,15239,Plum,211,Restaurant without Liquor,1,7/13/92,7/13/92,0,,0,1,1,-79.76515629,40.47479425,7834 Saltsburg Rd Pittsburgh PA 15239
48632,Barb's Country Junction Cafe,155,3rd Ave,Carnegie,PA,15106,Carnegie,211,Restaurant without Liquor,0,7/15/92,7/15/92,40,,0,1,1,-80.08899527,40.40476002,155 3rd Ave Carnegie PA 15106
48639,David's  Catering,2218,Spring St,Pittsburgh,PA,15210,Pittsburgh-116,100,Caterer,1,7/9/92,7/9/92,0,,360,1,1,-79.9752317,40.41619917,2218 Spring St Pittsburgh PA 15210
48650,Dr Cleveland Steward Jr Elementary Cafeteria,5000,Gateway Campus Blvd,Monroeville,PA,15146,Monroeville,651,School Full Service Kitchen,9,9/20/91,9/20/91,0,,2000,1,1,-79.7550655,40.43008767,5000 Gateway Campus Blvd Monroeville PA 15146
48693,Handel's Ice Cream,2240,Lebanon Church Rd,West Mifflin,PA,15122,West Mifflin,212,Chain Restaurant without Liquor,1,7/19/92,7/19/92,0,,0,1,1,-79.94240772,40.34783225,2240 Lebanon Church Rd West Mifflin PA 15122
48742,Italian Specialty Shop & Gour,1015,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,100,Caterer,1,8/3/92,8/3/92,0,,1600,7,1,-80.01712229,40.39217941,1015 Brookline Blvd Pittsburgh PA 15226
48743,Mama Lucia Restaurant,433,Wood Street,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,0,7/27/92,7/27/92,100,,0,1,1,-80.0009272,40.44036275,433 Wood Street Pittsburgh PA 15222
48866,The Olive Garden #1345,6000,Oxford Drive,Bethel Park,PA,15102,Bethel Park,202,Chain Restaurant with Liquor,1,8/13/92,8/13/92,302,,0,1,1,-80.05019578,40.34795218,6000 Oxford Drive Bethel Park PA 15102
48877,American Legion Post #980,7824,Saltsburg Rd,Pittsburgh,PA,15239,Plum,201,Restaurant with Liquor,1,8/26/92,8/26/92,120,,0,1,1,-79.7659166,40.47477798,7824 Saltsburg Rd Pittsburgh PA 15239
48903,Northside Catholic School,3854,Brighton  Road,Pittsburgh,PA,15212,Pittsburgh-127,651,School Full Service Kitchen,9,8/3/92,8/3/92,0,,21250,1,1,-80.03630059,40.48606842,3854 Brighton  Road Pittsburgh PA 15212
48904,Hunan Wok,2158,Brownsville Rd,Pittsburgh,PA,15210,Pittsburgh-129,212,Chain Restaurant without Liquor,1,8/20/92,8/20/92,0,,0,7,1,,,2158 Brownsville Rd Pittsburgh PA 15210
48927,Marshall Elementary School Cafeteria,5135,Wexford Run Rd,Wexford,PA,15090,Marshall,651,School Full Service Kitchen,9,8/24/92,8/24/92,0,,1976,1,1,-80.09154374,40.64349585,5135 Wexford Run Rd Wexford PA 15090
48929,Burger King #7351,4490,Broadway Blvd,Monroeville,PA,15146,Monroeville,212,Chain Restaurant without Liquor,1,8/27/92,8/27/92,78,,0,7,1,-79.76660655,40.39146533,4490 Broadway Blvd Monroeville PA 15146
48939,Manor Theatre,1729,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-114,201,Restaurant with Liquor,1,7/10/92,7/10/92,26,,0,1,1,-79.92278945,40.43716791,1729 Murray Ave Pittsburgh PA 15217
48945,Luciano's Pizza,1030,Clifton Rd,Bethel Park,PA,15102,Bethel Park,201,Restaurant with Liquor,0,8/19/92,8/19/92,43,,0,1,1,-80.0450806,40.29743146,1030 Clifton Rd Bethel Park PA 15102
48947,Bright Jade,921,Lynn Avenue,Turtle Creek,PA,15145,Turtle Creek,211,Restaurant without Liquor,1,8/21/92,8/21/92,0,,0,1,1,-79.82155335,40.40609225,921 Lynn Avenue Turtle Creek PA 15145
48994,Braddock Avenue Express,1101,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,115,Packaged Food Only,2,9/4/92,9/4/92,0,,1320,1,1,,,1101 Braddock Avenue Pittsburgh PA 15218
48997,Monte Cello's Commissary,3450,Babcock Boulevard,Pittsburgh,PA,15237,Ross,120,Commissary,1,9/3/92,9/3/92,0,,2600,1,1,-80.02569037,40.54120907,3450 Babcock Boulevard Pittsburgh PA 15237
48998,Chartiers Residential Treat Program,337,Hickory Grade Road,Bridgeville,PA,15017,South Fayette,307,Traditional Boarding Home/Fee Exempt,0,9/15/92,9/15/92,0,7,0,1,1,-80.1303413,40.34972848,337 Hickory Grade Road Bridgeville PA 15017
49004,New Emerson Elementary School,1922,Pennsylvania Ave,West Mifflin,PA,15122,West Mifflin,653,School Satellite Kitchen,1,1/1/60,1/1/60,0,,256,1,1,-79.86500171,40.36304793,1922 Pennsylvania Ave West Mifflin PA 15122
49015,Memorial Elementary Cafeteria,3301,South Park Road,Bethel Park,PA,15102,Bethel Park,651,School Full Service Kitchen,9,8/9/92,8/9/92,0,,300,1,1,,,3301 South Park Road Bethel Park PA 15102
49016,George Washington Elementary Cafeteria,515,Clifton Road,Bethel Park,PA,15102,Bethel Park,651,School Full Service Kitchen,9,8/9/92,8/9/92,0,,130,1,1,-80.06258132,40.31261974,515 Clifton Road Bethel Park PA 15102
49035,All Saints Polish National Catholic Church,514,3rd  Avenue,Carnegie,PA,15106,Carnegie,407,Church Kitchen,1,9/2/92,9/2/92,0,,350,1,1,-80.0933047,40.40225758,514 3rd  Avenue Carnegie PA 15106
49085,T.G.I. Friday's,,Pgh Intl Airport / AC-07,Pittsburgh,PA,15231,Findlay,202,Chain Restaurant with Liquor,1,10/1/92,10/1/92,97,,0,7,1,,,Pgh Intl Airport / AC-07 Pittsburgh PA 15231
49086,Drinks,348,Center  Avenue,Pittsburgh,PA,15229,West View,201,Restaurant with Liquor,1,10/2/92,10/2/92,24,,0,1,1,-80.02198123,40.51640692,348 Center  Avenue Pittsburgh PA 15229
49118,Rite Aid Pharmacies #3200,623,St Clair Ave,Clairton,PA,15025,Clairton,116,Chain Packaged Food Only,2,9/10/92,9/10/92,0,,250,1,1,,,623 St Clair Ave Clairton PA 15025
49126,Holy Martyrs Parish,353,9th Avenue,Tarentum,PA,15084,Tarentum,401,Adult Food Service,2,9/11/92,9/11/92,0,,800,1,1,,,353 9th Avenue Tarentum PA 15084
49135,Sushi Kim,1241,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,201,Restaurant with Liquor,1,9/28/92,9/28/92,160,,0,1,1,-79.99165221,40.44650572,1241 Penn Avenue Pittsburgh PA 15222
49145,Porky's,34,Bridge Street,Pittsburgh,PA,15223,Etna,201,Restaurant with Liquor,1,10/1/92,10/1/92,50,,0,1,1,-79.9427434,40.49709601,34 Bridge Street Pittsburgh PA 15223
49147,Genco Warehouse,,Pgh Intl Airport  / L-CSS-1,Pittsburgh,PA,15231,Findlay,152,Refrigerated Warehouse,2,9/28/92,9/28/92,0,,10000,1,1,,,Pgh Intl Airport  / L-CSS-1 Pittsburgh PA 15231
49149,Sbarro PA#560,,Pgh Intl Airport / AC-02B,Pittsburgh,PA,15231,Findlay,202,Chain Restaurant with Liquor,0,9/29/92,9/29/92,0,,0,7,1,,,Pgh Intl Airport / AC-02B Pittsburgh PA 15231
49169,Black & Gold,,Pgh Intl Airport  / LT-4A,Pittsburgh,PA,15231,Findlay,116,Chain Packaged Food Only,2,9/30/92,9/30/92,0,,45,1,1,,,Pgh Intl Airport  / LT-4A Pittsburgh PA 15231
49170,Three Rivers News & Gifts,,Pgh Intl Airport / LT-01,Pittsburgh,PA,15231,Findlay,116,Chain Packaged Food Only,2,9/30/92,9/30/92,0,,25,1,1,,,Pgh Intl Airport / LT-01 Pittsburgh PA 15231
49179,Rite Aid Pharmacies #10941,,Pgh Intl Airport / AC-01,Pittsburgh,PA,15231,Findlay,116,Chain Packaged Food Only,2,9/24/92,9/24/92,0,,360,1,1,,,Pgh Intl Airport / AC-01 Pittsburgh PA 15231
49190,Carnegie United Methodist Church,419,Washington Ave,Carnegie,PA,15106,Carnegie,407,Church Kitchen,1,10/8/92,10/8/92,0,,500,1,1,,,419 Washington Ave Carnegie PA 15106
49207,Big Jim's,201,Saline St,Pittsburgh,PA,15207,Pittsburgh-115,201,Restaurant with Liquor,0,6/1/92,6/1/92,83,,0,1,1,-79.94960637,40.4271146,201 Saline St Pittsburgh PA 15207
49211,Giant Eagle #1691,400,Northtowne  Square,Gibsonia,PA,15044,Richland,112,Chain Supermarket,0,10/7/92,10/7/92,0,,86000,1,1,-79.94229973,40.63647068,400 Northtowne  Square Gibsonia PA 15044
49220,Jack's Service Center,3565,Harts Run Road,Pittsburgh,PA,15238,Indiana,211,Restaurant without Liquor,1,10/22/92,10/22/92,0,,0,1,1,-79.90202688,40.54575883,3565 Harts Run Road Pittsburgh PA 15238
49234,McIntyre Elementary School Cafeteria,200,McIntyre Road,Pittsburgh,PA,15237,Ross,651,School Full Service Kitchen,9,10/16/92,10/16/92,0,,1600,1,1,-80.00396597,40.54905397,200 McIntyre Road Pittsburgh PA 15237
49262,Pitt Dining Sutherland Hall / The Perch,3725,Sutherland  Drive,Pittsburgh,PA,15213,Pittsburgh-104,405,University Food Service,0,11/3/92,11/3/92,300,,15953,1,1,-79.96269702,40.44571183,3725 Sutherland  Drive Pittsburgh PA 15213
49270,Hemingway's Cafe,3911,Forbes Avenue,Pittsburgh,PA,15213,Pittsburgh-104,201,Restaurant with Liquor,1,10/1/92,10/1/92,125,,0,1,1,-79.95621436,40.44226479,3911 Forbes Avenue Pittsburgh PA 15213
