"","id","name","type","address","street_one","street_two","city","state","zip_code","location_description","date_from","date_to","open_time1","close_time1","open_time2","close_time2","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","SNAP","WIC","FMNP","fresh_produce.healthy","MRFEI_score","latitude","longitude"
"1456",NA,"ALDI 91",NA,"5200 Penn Ave NA",NA,NA,"Pittsburgh","PA",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464542,-79.939735
"1457",NA,"Quality Foods Corp - DBA/ Kuhn's Market 5 5",NA,"2413 Ferguson Rd NA",NA,NA,"Allison Park","PA",15101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.555687,-79.971794
"1458",NA,"K & D LLC",NA,"105 Seminary Ave Ste 108",NA,NA,"Oakdale","PA",15071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.396637,-80.183594
"1459",NA,"Express Mini Mart Inc",NA,"3518 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.374439,-79.975586
"1460",NA,"Stop N Shop",NA,"10991 Frankstown Rd NA",NA,NA,"Pittsburgh","PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.466434,-79.837959
"1461",NA,"TSP 201",NA,"956 Greentree Rd NA",NA,NA,"Pittsburgh","PA",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.419533,-80.046204
"1462",NA,"TSP 202",NA,"2699 Mosside Blvd NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43362,-79.752831
"1463",NA,"TSP 213",NA,"150 Route 30 NA",NA,NA,"Oakdale","PA",15071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440857,-80.238708
"1464",NA,"TSP 222",NA,"2601 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.536877,-79.839859
"1465",NA,"Family Dollar 11650",NA,"642 Monongahela Ave NA",NA,NA,"Glassport","PA",15045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.324791,-79.892509
"1466",NA,"TSP 203",NA,"2022 Washington Pike NA",NA,NA,"Heidelberg","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.387978,-80.090469
"1467",NA,"Sj Retail Services Llc",NA,"1704 Pennsylvania Ave NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.362118,-79.859055
"1468",NA,"Dollar Tree 6092",NA,"713 E 8th Ave NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.409012,-79.903984
"1469",NA,"Jmart International Market",NA,"1435 Potomac Ave NA",NA,NA,"Pittsburgh","PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395931,-80.034981
"1470",NA,"Manchester Growing Together Garden",NA,"1436 Columbus Ave NA",NA,NA,"Pittsburgh","PA",15233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457478,-80.028847
"1471",NA,"Rite Aid 10914",NA,"1700 Pine Hollow Rd NA",NA,NA,"McKees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.475479,-80.097466
"1472",NA,"Dylamato's Market  LLC",NA,"5414 2nd Ave NA",NA,NA,"Pittsburgh","PA",15207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.402439,-79.941544
"1473",NA,"Choice Food Mart",NA,"1855 Haymaker Rd NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.391636,-79.765594
"1474",NA,"Bhangal Llc 2",NA,"4616 McKnight Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.506248,-80.007523
"1475",NA,"Moon Township Farmer's Market",NA,"1000 Beaver Grade Rd NA",NA,NA,"Moon Township","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.505177,-80.207275
"1476",NA,"Fuelland",NA,"2373 Noblestown Rd NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.426785,-80.056145
"1477",NA,"Speedway 2917",NA,"4363 Broadway Blvd NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.398506,-79.770157
"1478",NA,"Family Dollar 11291",NA,"2928 Sheraden Blvd NA",NA,NA,"Pittsburgh","PA",15204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.454086,-80.053947
"1479",NA,"Dollar General 16488",NA,"2409 Rte 286 NA",NA,NA,"Plum","PA",15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464756,-79.705376
"1480",NA,"Par Mar Store 67",NA,"4732 Lebanon Church Rd NA",NA,NA,"Dravosburg","PA",15034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.354931,-79.90052
"1481",NA,"7-eleven Store 2701-36154b 36154B",NA,"1101 Brookline Blvd NA",NA,NA,"Pittsburgh","PA",15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.392017,-80.014915
"1482",NA,"Juba Grocery Store, Llc",NA,"2721 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.383789,-79.977356
"1483",NA,"Charlies New Convenience Store Inc",NA,"500 Locust St NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.351078,-79.863113
"1484",NA,"Sunoco",NA,"427 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.412334,-79.989426
"1485",NA,"Saad United Inc",NA,"1318 Federal Street NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457172,-80.007156
"1486",NA,"7-Eleven 36160J",NA,"420 Smithfield St NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.439144,-79.999237
"1487",NA,"Family Dollar 11619",NA,"3215 Versailles Ave NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3451,-79.839432
"1488",NA,"Segtaf African Internal Market",NA,"2817 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38298,-79.97686
"1489",NA,"Lawrenceville Farmers' Market 0549590",NA,"250 40th Street NA",NA,NA,"Pittsburgh","PA",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467499,-79.960869
"1490",NA,"CIO Stores, LLC 17 17",NA,"5735 Baum Blvd NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.458771,-79.932533
"1491",NA,"Dollar Tree 6275",NA,"937 Ohio Ave Ste A",NA,NA,"Glassport","PA",15045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.319763,-79.890808
"1492",NA,"Prashant Mini Mart",NA,"3646 Library Rd NA",NA,NA,"Pittsburgh","PA",15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.364918,-80.01944
"1493",NA,"Sheraden Minimart",NA,"649 Hillsboro St NA",NA,NA,"Pittsburgh","PA",15204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.453312,-80.053505
"1494",NA,"Dollar Tree 6413",NA,"4680 Old William Penn Hwy NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440285,-79.742294
"1495",NA,"Saf Enterprise LLC/DBA White Oak Mini Mart",NA,"1513 Lincoln Way NA",NA,NA,"White Oak","PA",15131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.348915,-79.818016
"1496",NA,"Brooklyn Foodmart Corporation",NA,"1500 Lincoln Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.468777,-79.895988
"1497",NA,"7-eleven Store 2701 36186A",NA,"3915 William Flynn Hwy NA",NA,NA,"Allison Park","PA",15101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.559368,-79.959244
"1498",NA,"Wilmerding Tobacco",NA,"413 Commerce St NA",NA,NA,"Wilmerding","PA",15148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.392666,-79.808846
"1499",NA,"5gb's Fresh Foods",NA,"1100 Chartiers Ave NA",NA,NA,"McKees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.465008,-80.068199
"1500",NA,"A & K Convenience Store Llc",NA,"3459 Ward St NA",NA,NA,"Pittsburgh","PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436367,-79.954247
"1501",NA,"Pines Plaza Shop-n-save 21-1325",NA,"1130 Perry Hwy NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.547703,-80.03672
"1502",NA,"Groceria Merante",NA,"3454 Bates St NA",NA,NA,"Pittsburgh","PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436619,-79.955414
"1503",NA,"CIO Stores, LLC 19 19",NA,"4100A Steubenville Pike NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440056,-80.084404
"1504",NA,"Sheetz 610",NA,"211 Mount Nebo Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.531303,-80.07019
"1505",NA,"Steel City Tobacco, Inc.",NA,"819 Liberty Ave NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.442886,-79.998291
"1506",NA,"Rahma Grocery And Halal Meat",NA,"409 E Main St NA",NA,NA,"Carnegie","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.410366,-80.082191
"1507",NA,"Par Mar Store 75",NA,"710 Brown Ave NA",NA,NA,"Turtle Creek","PA",15145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.426041,-79.834785
"1508",NA,"CVS 10767",NA,"4664 Browns Hill Rd NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.414097,-79.923134
"1509",NA,"CVS 5103",NA,"1003 California Ave NA",NA,NA,"Natrona Heights","PA",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.618511,-79.732513
"1510",NA,"Happiness Is Homemade",NA,"208 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.415642,-79.987312
"1511",NA,"Walmart Supercenter 4644",NA,"7500 University Blvd NA",NA,NA,"Moon Township","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51498,-80.222328
"1512",NA,"Quick Stop Sunco",NA,"1640 Saw Mill Run Blvd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.399693,-80.000298
"1513",NA,"Giant Eagle 25",NA,"1029 W View Park Dr Ste 2",NA,NA,"Pittsburgh","PA",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51685,-80.038673
"1514",NA,"Bob's Autotorium Inc",NA,"1408 River Rd NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403496,-79.88253
"1515",NA,"GIANT EAGLE 38",NA,"1901 Murray Ave NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.435654,-79.922806
"1516",NA,"Giant Eagle 63",NA,"4250 Murray Ave NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.422558,-79.928902
"1517",NA,"Giant Eagle 64",NA,"3812 Oneil Blvd NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.34758,-79.832298
"1518",NA,"Giant Eagle 65",NA,"4110 Brighton Rd NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.489925,-80.043709
"1519",NA,"Dollar General Store 17160",NA,"1227 State Route 837 NA",NA,NA,"Jefferson Hills","PA",15025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.315754,-79.897614
"1520",NA,"Betts Market",NA,"819 Brushton Ave NA",NA,NA,"Pittsburgh","PA",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.455303,-79.888222
"1521",NA,"Route 8 Shop N Save",NA,"5375 William Flynn Hwy NA",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.619602,-79.944672
"1522",NA,"Get Go 3060",NA,"4000 Monroeville Blvd NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436123,-79.772331
"1523",NA,"Get Go 3130",NA,"1636 Cochran Rd NA",NA,NA,"Pittsburgh","PA",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.391975,-80.061203
"1524",NA,"Get Go 3137",NA,"8A Quaker Village Shopping Ctr NA",NA,NA,"Leetsdale","PA",15056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.558002,-80.204521
"1525",NA,"Get Go 3379",NA,"430 E Waterfront Dr NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.412579,-79.909561
"1526",NA,"Boston Mini Mart",NA,"2630 Coulterville Rd NA",NA,NA,"Mckeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.312347,-79.781204
"1527",NA,"Pittsburgh Commissary",NA,"79 Soldiers Ln NA",NA,NA,"Coraopolis","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.501102,-80.217125
"1528",NA,"COMMUNITY SUPER MKT INC",NA,"1117 Milltown Rd NA",NA,NA,"Verona","PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.498421,-79.789978
"1529",NA,"CORAOPOLIS CASH MARKET",NA,"1017 4th Ave NA",NA,NA,"Coraopolis","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.518116,-80.162888
"1530",NA,"YETTER'S DAIRY",NA,"504 Grant Ave NA",NA,NA,"Pittsburgh","PA",15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.480484,-79.974129
"1531",NA,"LEONARD LABRIOLA FOODS",NA,"121 Hulton Rd NA",NA,NA,"Verona","PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.484501,-79.819595
"1532",NA,"KEN'S CONFECTIONARY",NA,"216 Beltzhoover Ave NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.420097,-79.997398
"1533",NA,"A-PLUS MINI MART",NA,"3100 W Liberty Ave NA",NA,NA,"Pittsburgh","PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.391376,-80.038971
"1534",NA,"RUSSELLTON SHOP N SAVE",NA,"908 LITTLE DEER CREEK VALLEY NA",NA,NA,"RUSSELLTON","PA",15076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.607555,-79.833443
"1535",NA,"Giant Eagle 77",NA,"254 Yost Blvd NA",NA,NA,"Pittsburgh","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.413532,-79.853539
"1536",NA,"EAST END FOOD CO-OP",NA,"7516 Meade St NA",NA,NA,"Pittsburgh","PA",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.448402,-79.895882
"1537",NA,"APlus 40243",NA,"310 Cedar Ave NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.451099,-80.000877
"1538",NA,"Pleasant Hills Shop N Save",NA,"649 Old Clairton Rd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.324081,-79.957176
"1539",NA,"Super Mart Braddock",NA,"524 Braddock Ave NA",NA,NA,"Braddock","PA",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403988,-79.869644
"1540",NA,"Sheetz 617",NA,"2615 Nicholson Rd NA",NA,NA,"Sewickley","PA",15143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.612438,-80.099915
"1541",NA,"Whole Foods Market 10242",NA,"111 Siena Dr NA",NA,NA,"Upper St Clair","PA",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.317978,-80.110641
"1542",NA,"CoGo's 812",NA,"1501 N Canal St NA",NA,NA,"Sharpsburg","PA",15215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.496571,-79.926498
"1543",NA,"Sheetz 619",NA,"2871 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.538578,-79.830887
"1544",NA,"VICTORIA'S DAIRY",NA,"1716 Lowrie St NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.463951,-79.982536
"1545",NA,"APlus 40225",NA,"300 Grant Ave NA",NA,NA,"Millvale","PA",15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.479347,-79.972008
"1546",NA,"Mckees Mart",NA,"3111 Walnut St NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.330902,-79.843445
"1547",NA,"BELL'S MARKET",NA,"603 Braddock Ave NA",NA,NA,"Braddock","PA",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403114,-79.868301
"1548",NA,"JOE'S BUTCHER SHOP",NA,"502 Broadway NA",NA,NA,"Pitcairn","PA",15140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.401833,-79.77771
"1549",NA,"KUHN'S MARKET",NA,"1130 Highwood St NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.468269,-80.026123
"1550",NA,"Giant Eagle 91",NA,"318 Cedar Ave NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45145,-80.001038
"1551",NA,"Kajal Oil And Gas Inc 001",NA,"127 McMurray Rd NA",NA,NA,"Pittsburgh","PA",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.326485,-80.065742
"1552",NA,"Deann Groceria Distribution Center",NA,"207 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.415607,-79.987251
"1553",NA,"DECARLO FRUIT MARKET",NA,"560 McKeesport Rd NA",NA,NA,"Elizabeth","PA",15037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.27644,-79.878311
"1554",NA,"Wall Avenue Express",NA,"417 Wall Ave NA",NA,NA,"Pitcairn","PA",15140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403664,-79.780479
"1555",NA,"MT WASHINGTON FOODLAND",NA,"125 Virginia Ave NA",NA,NA,"Mount Washington","PA",15211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.429771,-80.008003
"1556",NA,"Iffat Syed",NA,"625 Stanwix St NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.442905,-80.004478
"1557",NA,"412 Food Rescue - Broad St",NA,"6022 Broad St NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.462124,-79.923492
"1558",NA,"Right Market Two Inc",NA,"10045 Frankstown Rd NA",NA,NA,"Pittsburgh","PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464916,-79.853836
"1559",NA,"Farm Fresh Market Of Pittsburgh Inc",NA,"226 N Negley Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.465454,-79.929451
"1560",NA,"Giant Eagle 67",NA,"8080 McIntyre Sq Dr NA",NA,NA,"PITTSBURGH","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.55695,-80.018333
"1561",NA,"CoGo's 346",NA,"3439 W Run Rd NA",NA,NA,"West Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.388477,-79.909271
"1562",NA,"PRESTOGEORGE FINE FOODS",NA,"1719 Penn Ave NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.450035,-79.985603
"1563",NA,"J L Kennedy Meat Stand",NA,"344 N Sheridan Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464432,-79.921524
"1564",NA,"Sheraden Shoppe N Kitchen",NA,"2827 Chartiers Ave NA",NA,NA,"Pittsburgh","PA",15204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.453438,-80.054932
"1565",NA,"TOM FRIDAY'S MARKET",NA,"3639 California Ave NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.48127,-80.041527
"1566",NA,"Quick Sub Mart",NA,"164 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.491398,-79.866074
